100
92	69	24	0	91	71	53	29	15	76	85	41	44	34	84	47	34	19	64	48	56	6	70	55	42	43	3	90	71	4	37	48	92	72	9	90	16	3	100	54	26	83	56	81	15	69	80	26	15	1	17	69	93	16	87	2	13	53	8	24	92	49	17	33	35	13	36	46	59	55	50	25	53	96	70	62	89	46	95	69	36	59	50	2	12	39	83	86	93	36	61	44	49	64	20	52	18	90	69	3	
68	72	13	84	20	38	38	37	72	2	81	1	61	85	27	33	87	14	77	37	7	76	95	87	20	73	64	26	44	59	5	39	92	69	38	82	90	25	16	62	55	47	2	42	92	28	92	1	90	79	77	9	9	72	33	35	39	78	60	68	67	23	61	59	86	32	14	31	73	28	95	60	31	79	37	100	21	1	5	63	52	91	98	64	44	27	92	1	1	66	20	86	96	32	72	81	14	83	57	25	
34	24	12	27	97	25	87	77	11	6	5	0	20	78	41	66	23	35	88	6	16	46	38	76	70	38	48	82	49	67	37	3	89	94	12	3	3	67	95	98	17	1	92	41	100	49	48	75	6	48	33	34	80	39	21	2	1	66	64	7	73	56	51	74	89	3	72	67	20	78	88	5	73	39	97	37	98	38	27	27	24	21	27	33	19	19	3	6	93	4	12	19	73	46	10	61	8	85	72	86	
61	73	91	52	93	84	3	13	79	60	59	10	54	57	19	59	5	26	85	33	27	28	20	35	93	14	62	11	60	68	84	66	11	6	40	96	86	50	96	37	24	54	79	32	41	60	62	1	25	56	36	38	80	45	18	42	35	19	11	66	80	87	72	60	59	98	86	29	26	97	38	4	1	85	17	64	82	38	42	85	66	68	44	54	39	23	71	87	62	32	32	99	52	24	60	89	91	64	14	37	
83	86	53	81	23	86	5	54	81	47	94	30	30	20	29	18	42	18	49	40	50	2	70	33	86	64	94	45	12	17	59	85	60	39	99	31	16	82	99	32	38	55	43	43	10	53	72	34	3	5	11	77	20	20	4	18	70	36	35	21	86	38	2	40	31	25	96	93	97	69	37	76	0	68	33	16	40	43	20	10	22	46	10	96	53	44	64	60	31	88	25	95	31	75	28	97	61	59	40	61	
79	68	14	53	73	3	72	42	84	81	5	93	76	21	58	42	0	98	67	32	31	11	20	86	73	27	89	50	52	58	32	54	37	21	96	70	63	74	27	26	65	91	58	17	32	99	44	44	2	2	34	72	0	34	57	85	91	4	62	21	86	56	21	97	93	13	70	9	92	47	15	0	23	82	2	100	88	96	62	86	27	45	71	81	74	55	62	54	82	30	51	21	11	20	91	34	35	81	55	75	
84	38	42	55	11	18	67	48	16	43	98	66	90	40	47	65	98	20	22	11	86	35	30	24	41	78	26	19	14	10	78	64	89	24	19	38	29	56	57	75	84	62	98	100	4	68	50	68	11	20	15	47	74	2	73	57	99	59	65	26	25	4	38	7	24	13	80	24	89	79	50	60	39	35	70	54	15	60	89	67	93	7	12	6	4	0	3	6	86	82	30	32	35	100	1	45	12	43	29	31	
51	35	82	87	53	46	1	86	99	47	0	33	97	81	72	51	93	76	46	54	11	40	97	86	11	89	17	64	100	28	51	18	2	15	80	63	34	12	10	34	15	10	34	28	3	39	59	11	85	100	53	58	40	1	28	61	82	15	50	45	56	56	35	31	20	75	72	57	83	81	62	81	14	87	10	38	44	76	41	75	57	14	42	14	84	66	81	19	74	92	16	3	59	91	59	57	51	50	13	59	
23	31	58	96	61	63	28	9	58	9	54	57	59	98	3	66	92	6	70	7	31	98	32	4	38	12	94	25	44	49	85	9	61	91	60	88	77	25	33	67	92	36	60	16	40	96	52	93	82	60	45	27	12	95	66	78	75	61	57	95	65	71	79	70	95	59	20	66	30	10	78	72	15	14	43	84	22	93	15	66	19	19	5	53	66	38	14	73	84	67	26	23	9	14	57	8	89	23	26	54	
17	67	1	22	68	46	94	71	73	41	46	35	38	25	97	59	9	27	29	4	7	4	3	39	72	86	66	27	58	64	81	92	81	24	83	77	49	50	48	80	62	62	68	100	65	64	55	45	65	8	3	79	67	23	47	42	22	2	61	22	42	33	10	27	76	38	11	60	11	35	33	37	29	26	73	52	7	84	65	26	66	12	39	7	17	50	9	88	3	51	13	68	59	71	1	86	4	42	5	30	
61	57	70	86	18	4	22	3	52	20	0	20	52	25	10	83	11	24	90	47	58	12	32	86	20	23	75	0	41	99	95	69	37	43	35	24	29	61	3	32	23	84	42	67	19	68	60	75	67	93	78	60	0	20	25	78	63	80	11	8	3	91	91	62	93	99	31	78	21	86	16	78	24	58	60	25	64	46	56	58	36	89	54	69	80	18	29	96	58	5	26	74	38	87	62	46	39	44	32	74	
12	34	86	87	96	46	72	50	57	87	22	88	69	5	62	41	26	93	15	25	58	84	28	17	25	64	58	52	47	47	91	8	23	3	51	86	58	53	30	85	69	32	81	10	80	99	76	60	18	33	1	88	53	27	83	86	14	50	88	98	34	35	50	94	88	55	33	5	13	74	48	69	74	73	49	64	31	54	20	65	90	33	43	10	11	26	36	72	14	31	95	86	98	67	13	97	42	35	9	99	
42	20	72	58	15	55	17	22	0	75	10	8	80	76	8	30	83	99	37	94	94	28	81	62	72	76	20	70	96	11	38	55	75	92	98	80	71	19	57	53	68	54	64	59	97	29	34	0	9	42	85	85	19	31	76	13	59	42	57	53	88	23	50	24	54	94	24	71	2	18	7	45	39	0	36	9	52	14	85	42	2	24	65	35	22	68	19	1	11	33	57	11	100	58	85	24	70	44	29	30	
72	42	24	61	41	13	39	56	1	47	94	38	64	92	14	4	42	34	33	51	59	80	44	38	32	46	10	76	94	42	49	25	91	49	85	62	55	95	66	7	86	10	4	94	34	60	16	67	25	7	54	54	3	56	93	16	85	24	7	24	65	56	71	37	36	22	82	82	23	5	12	86	22	28	89	48	75	95	89	55	17	90	43	50	47	9	20	7	30	44	95	76	71	1	100	2	36	39	90	22	
30	99	21	97	10	33	45	4	89	6	9	71	93	8	75	70	64	7	96	93	72	35	33	1	23	84	16	33	87	32	38	33	50	83	86	79	100	40	82	75	53	10	91	29	15	13	92	82	62	93	20	93	56	97	82	22	84	70	36	50	30	16	42	55	82	73	73	9	92	1	79	88	30	78	94	61	63	95	78	88	31	95	0	70	45	66	54	53	25	40	7	34	82	98	82	65	62	30	13	22	
52	26	98	39	29	74	70	52	16	98	0	97	53	60	32	32	3	46	33	96	12	53	99	48	43	41	97	21	49	60	85	54	1	14	100	75	27	63	31	17	69	72	38	26	33	25	18	70	68	24	41	37	92	83	96	43	45	90	20	83	96	87	55	79	77	50	28	31	83	29	24	72	19	70	11	68	58	30	93	60	5	68	87	96	44	50	48	100	65	27	30	93	92	22	26	17	61	16	8	80	
44	43	86	100	36	78	23	67	51	62	39	21	25	57	86	52	32	80	96	7	93	46	42	37	36	38	64	3	94	0	11	73	45	69	59	57	31	10	45	88	27	20	44	72	13	6	100	55	55	97	82	29	65	80	84	31	92	55	77	97	87	48	100	22	94	97	18	100	22	17	6	16	14	55	75	45	38	60	14	44	36	31	27	29	91	27	10	90	75	37	99	14	99	42	94	65	83	95	1	55	
39	4	31	87	87	5	11	43	1	82	42	63	91	61	60	98	79	26	90	8	66	9	35	78	0	45	42	71	96	47	79	63	85	14	43	13	2	24	15	27	34	21	19	80	58	63	7	24	98	26	58	34	41	56	70	42	10	75	3	17	85	28	71	79	49	30	48	59	55	57	51	72	23	50	86	53	72	78	79	27	74	14	33	31	98	38	93	13	75	2	18	60	6	85	86	83	82	44	64	19	
46	8	74	77	90	7	72	92	88	76	41	27	94	46	49	30	85	46	24	18	71	8	42	89	73	40	96	89	60	17	37	31	0	85	87	31	96	74	11	25	42	3	100	67	100	14	4	83	2	3	93	91	17	11	42	88	1	78	91	62	38	19	23	75	39	38	83	78	34	51	19	91	22	38	59	8	38	81	71	89	75	37	28	29	54	86	81	31	79	97	36	55	53	15	63	100	30	27	62	77	
27	10	23	59	24	29	18	54	12	88	88	69	19	91	83	5	58	12	63	88	82	74	65	93	45	55	52	27	39	54	11	98	86	4	76	23	51	6	67	47	98	46	77	54	63	82	27	50	57	28	79	2	69	56	79	11	98	24	11	92	83	37	55	83	93	23	0	96	17	12	98	90	58	5	59	62	52	60	7	46	18	95	84	72	80	83	5	77	25	35	47	73	42	29	35	19	31	12	46	56	
85	94	38	27	87	81	52	36	76	8	89	65	86	10	62	25	32	53	29	97	30	8	17	45	64	99	70	91	45	11	61	72	43	43	76	44	7	15	30	67	40	67	57	20	14	56	53	75	38	53	27	51	27	63	53	16	19	60	81	9	33	29	89	65	57	57	79	71	73	43	21	38	63	69	59	97	50	67	78	32	91	89	26	46	50	25	9	89	42	75	26	88	1	53	29	88	89	34	72	19	
95	0	6	68	100	61	75	3	10	74	29	50	48	53	41	75	32	20	10	99	65	64	24	52	78	41	64	74	78	20	17	4	28	14	12	11	97	36	4	97	13	29	9	1	76	99	78	27	51	24	52	74	81	95	84	58	27	90	19	63	89	21	80	9	89	97	44	14	12	37	9	2	36	58	49	77	7	71	4	83	72	11	52	80	95	38	91	14	27	60	29	73	23	30	4	20	62	24	79	16	
69	63	71	17	15	62	47	78	55	28	23	46	46	21	0	15	5	66	51	90	84	42	14	56	75	59	6	49	81	44	18	92	97	60	2	50	0	28	28	67	37	77	27	35	86	76	43	87	3	55	58	80	80	17	33	15	61	9	69	20	92	97	21	5	20	78	69	12	88	65	29	85	71	69	12	27	59	65	64	20	35	29	42	80	80	66	16	88	81	40	47	74	41	91	28	3	32	69	91	98	
32	96	14	52	93	16	68	12	6	60	2	94	50	13	94	57	42	21	47	3	68	60	18	8	95	3	92	82	31	32	58	1	59	92	4	52	92	21	87	6	15	13	84	62	38	35	80	48	91	83	6	14	94	78	20	89	60	6	92	23	38	83	30	32	96	37	56	46	52	1	37	27	72	2	41	28	41	72	31	90	100	62	75	35	10	5	24	42	17	26	77	97	43	56	47	26	16	98	97	17	
49	66	50	65	81	29	81	32	21	13	9	47	11	78	1	59	93	4	7	18	50	40	65	57	39	30	54	64	64	6	56	69	70	23	93	62	16	64	32	51	94	40	83	85	73	48	74	13	65	93	94	13	98	81	43	10	47	1	85	51	44	92	55	69	7	1	89	36	85	15	41	5	67	82	9	96	30	85	81	76	20	35	85	64	3	76	67	87	66	85	64	9	2	36	74	32	23	5	44	74	
20	14	31	1	88	81	96	86	90	68	93	48	42	44	56	94	80	62	64	19	16	41	79	73	61	61	17	27	13	66	21	5	3	76	43	32	80	71	81	61	85	46	49	32	42	47	91	52	88	60	97	20	86	32	50	34	40	68	47	27	11	95	64	0	74	70	26	85	52	45	67	99	26	18	59	72	76	18	60	61	1	15	17	39	57	83	90	11	64	27	19	83	32	59	17	17	97	72	71	83	
44	87	46	48	7	40	44	41	14	66	43	98	52	66	73	28	17	92	56	69	28	92	46	52	69	46	34	99	14	12	69	41	24	96	45	11	11	45	7	8	76	26	36	42	19	48	78	65	38	43	70	8	29	79	55	57	52	17	98	87	99	6	92	9	7	15	51	67	50	8	23	22	2	13	70	12	97	96	5	73	56	1	30	22	9	4	52	97	36	7	41	50	76	91	80	74	33	39	42	44	
66	57	21	35	75	71	34	73	2	7	55	13	55	88	24	28	40	36	58	51	83	97	45	60	23	39	1	27	9	63	30	36	30	72	13	78	51	16	0	13	80	21	4	26	3	70	58	13	36	39	78	60	6	1	24	69	84	41	24	82	4	83	90	71	74	42	80	75	27	31	97	68	8	42	47	68	91	32	17	24	72	88	70	31	13	65	9	19	6	20	9	43	55	14	85	66	14	86	29	85	
37	96	75	67	3	2	34	50	0	93	89	63	37	94	75	77	63	20	12	35	40	26	78	67	22	91	58	10	42	99	67	16	80	53	60	18	18	13	52	0	38	85	96	3	66	97	35	43	22	92	89	100	6	20	72	29	15	20	82	19	63	59	96	100	48	77	98	78	71	12	3	72	6	32	22	90	20	58	44	14	97	19	44	65	14	14	50	14	24	68	36	7	26	69	74	14	29	60	9	95	
32	2	13	6	26	18	27	21	52	8	82	8	85	0	88	27	58	33	96	81	7	79	20	5	85	58	86	89	19	83	22	84	95	40	66	41	60	30	35	57	72	73	79	37	7	56	49	81	7	80	61	40	71	11	23	12	18	65	71	15	8	99	96	76	32	80	38	2	47	42	0	83	60	88	12	15	24	92	34	5	18	72	24	25	1	85	82	43	54	36	66	6	81	38	9	73	66	27	54	42	
21	47	42	41	0	71	95	70	28	44	23	54	90	33	76	73	67	51	67	69	75	75	6	86	86	48	47	33	19	85	15	72	85	28	97	44	21	21	53	87	84	56	47	91	80	44	77	0	15	79	9	30	24	5	54	77	67	21	99	85	99	7	97	82	30	25	64	6	79	63	84	91	46	73	83	8	6	50	70	30	74	26	78	83	1	94	39	58	92	54	72	14	30	19	53	43	32	28	46	68	
75	32	7	24	62	41	54	44	0	51	98	93	64	68	40	97	68	28	75	12	65	89	51	21	83	22	40	30	46	27	70	71	71	70	61	97	5	10	22	60	39	56	98	37	86	11	46	99	85	68	29	43	26	40	98	20	11	34	38	99	18	15	75	97	41	62	46	94	15	80	62	77	15	99	50	38	64	81	61	41	83	5	99	77	97	88	20	51	44	64	12	51	7	92	82	57	63	45	6	80	
95	4	28	88	22	53	33	13	73	47	84	80	42	6	91	88	34	53	18	100	99	33	37	12	34	55	71	48	16	21	28	83	55	31	67	95	25	2	78	21	99	82	6	39	56	13	96	28	19	76	9	34	62	57	2	13	75	39	13	25	51	21	36	52	2	66	84	6	92	25	43	98	75	6	25	57	61	41	15	1	71	71	77	23	37	8	80	21	9	6	15	66	19	98	23	72	68	17	75	10	
35	11	100	83	60	55	68	86	25	96	81	44	85	43	60	51	16	52	52	38	88	9	86	54	77	97	98	32	72	41	17	97	83	32	46	96	63	42	81	93	4	38	31	30	10	99	8	70	7	78	75	44	50	91	39	26	92	67	36	3	20	96	58	26	34	40	3	48	45	51	78	58	23	71	35	68	5	90	2	48	88	31	82	39	5	8	68	4	92	4	96	91	37	99	24	17	33	56	8	89	
