200
26	67	63	47	68	36	40	41	78	86	30	79	84	32	9	73	17	100	17	94	76	98	2	80	76	68	39	51	37	93	61	37	61	10	71	73	45	3	0	3	96	14	100	78	60	20	16	20	37	86	37	85	4	72	48	39	62	26	73	17	49	15	85	67	62	16	51	74	30	10	58	85	39	12	97	17	85	4	23	99	4	23	56	23	57	35	21	20	97	17	61	39	98	62	46	14	85	91	84	59	6	3	43	77	58	76	99	3	7	43	99	44	43	84	58	68	10	94	68	79	31	24	63	53	42	31	48	54	34	54	71	94	29	51	68	66	20	77	46	1	30	89	76	18	25	38	89	49	29	81	68	86	12	80	27	8	89	16	15	44	84	20	31	71	57	36	16	86	94	17	54	45	75	62	48	74	48	96	57	66	7	55	48	24	21	73	66	68	1	66	76	90	54	16	61	86	92	93	82	48	
5	76	57	84	5	96	46	10	89	90	18	64	82	40	17	81	7	97	8	8	17	22	94	18	92	3	62	2	20	63	29	59	52	47	9	79	59	29	12	52	17	79	18	27	64	58	63	35	13	92	48	36	16	41	93	17	78	16	84	99	7	75	61	58	10	15	86	51	18	2	5	29	73	47	53	27	96	95	34	46	19	42	81	40	82	12	75	1	75	64	6	67	56	21	25	79	5	38	34	46	80	46	18	3	42	56	5	19	4	8	45	19	71	51	24	55	25	98	15	16	25	30	77	57	46	90	5	2	74	36	67	56	99	63	47	65	78	99	9	17	18	49	96	99	8	10	12	54	90	96	85	71	9	45	72	0	87	25	1	76	1	43	73	11	77	77	69	16	86	42	45	48	55	79	38	4	63	16	60	100	2	14	10	42	42	86	16	75	43	65	91	51	100	14	1	30	99	53	74	73	
36	14	40	96	61	85	54	8	80	21	38	94	38	60	16	51	6	29	85	28	27	58	56	74	13	34	94	72	82	65	33	11	38	2	56	25	39	48	92	28	52	72	56	23	14	91	52	16	93	3	41	66	66	48	15	68	27	77	80	82	60	27	33	87	92	40	61	52	83	62	85	50	95	26	25	21	21	16	38	30	56	4	98	31	45	91	43	4	3	19	40	91	80	77	29	35	65	7	67	56	69	0	19	20	63	24	92	2	21	45	65	96	33	9	12	45	7	22	55	80	73	42	1	86	34	63	42	6	76	44	23	33	52	63	98	7	46	88	64	25	51	95	44	77	55	52	82	79	100	4	6	49	28	29	82	23	89	42	68	66	10	80	39	52	25	29	72	73	59	59	69	77	76	79	63	45	74	82	71	37	80	80	50	93	75	52	46	5	51	70	81	21	90	61	0	33	73	92	25	85	
7	56	53	12	19	6	60	65	93	72	0	7	70	16	97	38	52	0	6	75	5	39	11	35	28	78	0	17	78	93	49	16	66	84	53	34	65	55	73	79	69	78	33	90	88	4	36	35	81	68	24	17	76	24	18	44	66	14	32	9	55	31	20	21	59	51	97	70	83	39	79	20	23	90	83	42	14	62	59	96	89	78	95	45	5	55	28	22	20	23	70	78	63	41	13	1	90	26	1	16	29	30	53	61	42	44	39	39	87	88	52	11	100	30	16	73	37	68	37	94	47	51	47	43	60	85	58	22	86	68	48	16	91	47	69	75	94	94	23	64	0	59	1	53	88	55	80	97	29	12	23	16	39	87	32	68	80	45	66	86	11	50	38	97	41	23	41	4	81	37	6	32	68	12	76	52	21	1	79	15	87	47	64	84	24	26	40	47	56	91	5	85	69	81	43	84	42	74	81	97	
0	65	50	42	44	88	11	48	34	63	41	85	40	40	77	39	42	35	35	14	22	55	13	34	38	41	62	74	69	35	85	76	61	36	76	94	0	27	4	3	98	79	44	86	10	59	80	3	83	100	85	3	31	53	23	11	81	87	50	35	43	73	27	73	77	3	26	70	10	65	42	99	64	95	11	14	91	62	82	92	27	24	78	64	47	27	12	62	96	48	54	36	71	29	32	87	28	66	64	83	76	3	14	51	33	69	14	26	74	80	54	52	69	71	20	70	25	99	80	89	60	46	57	14	34	76	58	16	90	35	25	2	73	27	36	41	61	38	14	42	100	65	77	84	94	92	9	42	91	13	12	19	45	14	1	66	0	61	32	2	60	61	54	25	7	45	47	1	65	11	23	46	93	7	69	64	69	42	32	26	71	87	6	75	34	68	21	71	82	5	41	72	16	48	96	91	42	91	59	95	
75	88	40	75	65	69	7	17	53	37	69	40	8	27	71	22	14	90	41	53	46	52	66	80	87	21	20	23	42	79	36	38	55	25	27	63	31	32	38	50	74	83	2	45	49	56	99	67	41	13	89	49	68	82	27	95	23	80	68	47	31	93	85	53	21	74	68	65	91	63	45	58	94	98	64	85	95	18	95	35	7	16	72	81	46	44	91	97	44	95	3	58	49	53	22	54	98	96	5	87	32	7	11	88	25	37	17	49	7	55	90	58	41	80	58	12	14	26	87	28	30	74	49	8	22	93	35	34	4	2	30	78	89	68	49	6	36	15	78	66	6	59	83	16	7	43	62	37	32	71	2	54	75	82	19	77	7	39	82	34	98	97	69	2	35	53	92	89	57	63	60	53	13	20	89	100	40	96	33	47	5	14	53	86	61	100	66	43	60	86	42	76	54	93	51	54	78	71	45	30	
71	85	73	9	21	41	44	16	19	13	68	19	99	18	91	73	0	86	53	60	41	98	12	84	92	56	98	65	82	23	27	31	11	5	15	37	26	1	71	41	53	47	12	18	48	13	11	55	36	58	71	89	82	30	13	50	6	95	77	13	40	82	81	72	6	50	34	7	11	23	33	8	27	78	57	47	78	8	49	9	8	50	22	10	100	99	92	30	42	93	48	61	80	52	20	26	36	90	22	61	1	36	90	77	64	5	42	55	40	53	52	48	79	29	92	14	31	7	93	99	0	52	74	98	53	55	83	56	31	1	66	40	54	11	58	98	79	19	42	73	21	52	38	87	33	23	65	9	83	91	60	23	87	91	53	85	59	93	20	7	59	6	55	60	99	86	78	13	55	24	34	78	90	45	92	8	8	3	79	57	3	91	33	79	75	45	31	27	12	45	10	70	68	86	10	0	66	78	17	1	
57	3	89	72	3	57	81	60	63	60	57	3	49	1	94	4	87	26	14	69	28	21	43	30	28	66	6	93	43	74	44	33	53	66	23	16	37	77	32	49	93	60	17	86	87	16	78	44	56	18	29	100	81	52	33	94	5	36	17	1	23	0	20	71	23	58	44	42	21	79	95	51	18	97	81	75	0	79	47	21	80	39	9	78	16	93	67	28	87	17	8	96	68	6	64	55	42	82	19	93	46	2	90	58	8	0	59	35	18	44	35	10	50	66	45	34	12	83	100	14	53	57	82	1	42	66	65	76	5	46	98	14	4	83	4	60	100	2	55	25	84	5	41	3	25	79	7	42	31	84	65	1	9	83	99	28	10	22	92	60	3	47	72	35	1	66	54	47	22	93	75	79	99	11	36	60	73	62	14	60	24	39	46	11	55	81	11	72	57	10	72	12	7	40	83	29	5	23	24	21	
29	54	17	80	68	74	73	57	65	100	30	59	59	4	74	96	54	40	7	12	18	23	58	55	10	43	77	8	24	64	11	3	10	83	72	49	9	91	3	66	29	69	70	10	59	29	22	16	22	10	77	2	82	3	71	65	56	61	34	18	42	21	37	80	94	22	88	42	44	11	62	7	56	6	35	14	52	75	50	10	97	72	72	79	2	94	60	79	55	2	82	99	42	98	95	97	84	6	36	18	52	7	9	24	91	49	35	26	35	40	97	8	54	24	9	63	96	84	40	14	12	36	53	79	24	19	45	12	27	85	48	49	26	22	64	6	83	97	12	61	96	6	1	78	94	10	67	92	22	36	42	93	11	20	56	71	31	64	76	58	32	53	60	20	63	77	21	95	6	22	0	71	92	51	30	77	5	80	25	57	57	34	21	2	61	73	5	87	24	52	86	76	17	10	29	91	61	77	97	94	
17	76	5	86	98	17	73	55	7	81	43	67	90	90	1	81	61	58	19	10	21	52	1	12	9	2	74	72	32	93	26	72	5	50	45	86	62	48	91	100	20	12	42	55	13	92	79	11	49	57	50	38	40	47	63	93	86	78	59	4	4	80	16	18	86	41	50	42	31	20	14	31	8	74	75	42	65	1	14	60	30	25	54	82	74	71	89	34	48	45	85	18	52	15	88	73	79	95	45	48	86	40	40	65	9	68	44	47	9	72	55	25	60	94	65	8	59	97	12	5	33	57	10	82	5	2	86	9	61	56	58	59	18	91	39	5	16	0	99	75	58	11	46	57	59	83	79	14	32	52	39	49	59	16	19	19	68	25	82	94	56	75	37	99	25	27	48	96	73	81	94	15	37	23	15	38	99	13	38	52	18	87	96	5	24	25	67	14	88	49	60	72	70	3	51	47	31	84	29	69	
